-6.7253217697143555	5.418081283569336
-7.026662349700928	5.423573017120361
-7.330420017242432	5.42894172668457
-7.641589641571045	5.432109832763672
-7.945643424987793	5.43226432800293
-8.248493194580078	5.43002986907959
-8.554147720336914	5.428940296173096
-8.87509536743164	5.427671432495117
-9.186344146728516	5.426214694976807
-9.48977279663086	5.424670219421387
-9.790632247924805	5.422950744628906
-10.111701011657715	5.420987129211426
-10.421270370483398	5.418874263763428
-10.731416702270508	5.4178080558776855
-11.031911849975586	5.417888164520264
-11.34742546081543	5.417705059051514
-11.651590347290039	5.4174113273620605
-11.959136962890625	5.416881084442139
-12.260143280029297	5.41631555557251
-12.572638511657715	5.415545463562012
-12.887934684753418	5.414685249328613
-13.19275951385498	5.413702011108398
-13.511689186096191	5.420512676239014
-13.819538116455078	5.426269054412842
-14.121452331542969	5.419023513793945
-14.424617767333984	5.403217315673828
-14.723413467407227	5.365656852722168
-15.022706985473633	5.315078258514404
-15.317863464355469	5.246662616729736
-15.626152038574219	5.159856796264648
-15.909656524658203	5.0587568283081055
-16.188209533691406	4.934526443481445
-16.45797348022461	4.802122116088867
-16.736343383789062	4.6545233726501465
-16.996320724487305	4.498107433319092
-17.252681732177734	4.315221309661865
-17.495079040527344	4.131104469299316
-17.721885681152344	3.9316153526306152
-17.932157516479492	3.7104482650756836
-18.129167556762695	3.4789063930511475
-18.320158004760742	3.243224620819092
-18.48377227783203	2.976504325866699
-18.652013778686523	2.71807861328125
-18.800228118896484	2.456737518310547
-18.94379425048828	2.1792891025543213
-19.061538696289062	1.9012867212295532
-19.15663719177246	1.6157872676849365
-19.241554260253906	1.3247525691986084
-19.290878295898438	1.0254700183868408
-19.341957092285156	0.722378671169281
-19.383689880371094	0.4240601062774658
-19.39752197265625	0.12291155755519867
-19.390518188476562	-0.17728731036186218
-19.37226676940918	-0.48737645149230957
-19.33026695251465	-0.7870987057685852
-19.28410530090332	-1.0941606760025024
-19.227582931518555	-1.4016244411468506
-19.14316177368164	-1.6926153898239136
-19.039579391479492	-1.975721836090088
-18.91777801513672	-2.2546420097351074
-18.776630401611328	-2.520796298980713
-18.63251495361328	-2.7851345539093018
-18.479000091552734	-3.043374538421631
-18.302148818969727	-3.289137840270996
-18.093233108520508	-3.5340399742126465
-17.882455825805664	-3.754272222518921
-17.656827926635742	-3.952147960662842
-17.426355361938477	-4.152900695800781
-17.19015121459961	-4.342888355255127
-16.93789291381836	-4.528289318084717
-16.679561614990234	-4.692362308502197
-16.39950942993164	-4.837095737457275
-16.126493453979492	-4.963642120361328
-15.82519245147705	-5.080199718475342
-15.537961959838867	-5.179202079772949
-15.245081901550293	-5.256577968597412
-14.948344230651855	-5.3206787109375
-14.651788711547852	-5.370309829711914
-14.351469993591309	-5.395695686340332
-14.0408935546875	-5.408236503601074
-13.74077033996582	-5.412976264953613
-13.435964584350586	-5.417720794677734
-13.132842063903809	-5.4220733642578125
-12.815390586853027	-5.4265241622924805
-12.511737823486328	-5.426912307739258
-12.207326889038086	-5.42854118347168
-11.886039733886719	-5.429877281188965
-11.584117889404297	-5.430917739868164
-11.268091201782227	-5.431766033172607
-10.965654373168945	-5.432441711425781
-10.659114837646484	-5.4329657554626465
-10.358121871948242	-5.433364391326904
-10.056201934814453	-5.433691024780273
-9.748197555541992	-5.433923721313477
-9.445772171020508	-5.433967590332031
-9.107645988464355	-5.433722972869873
-8.798224449157715	-5.433292388916016
-8.495870590209961	-5.432790279388428
-8.185203552246094	-5.432136058807373
-7.855203628540039	-5.431220531463623
-7.536221027374268	-5.430014610290527
-7.2101826667785645	-5.428666591644287
-6.894408702850342	-5.4271368980407715
-6.584732532501221	-5.425420761108398
-6.282909393310547	-5.423556327819824
-5.980255126953125	-5.398848533630371
-5.670413494110107	-5.366694450378418
-5.369760990142822	-5.31652307510376
-5.071860313415527	-5.258918762207031
-4.7797040939331055	-5.185824871063232
-4.47504186630249	-5.085956573486328
-4.18691349029541	-4.969252586364746
-3.910504102706909	-4.840915679931641
-3.642880916595459	-4.697053909301758
-3.3812952041625977	-4.543712615966797
-3.133424758911133	-4.3643693923950195
-2.8882265090942383	-4.183282375335693
-2.6591546535491943	-3.978266716003418
-2.4345450401306152	-3.7656617164611816
-2.2260444164276123	-3.546034336090088
-2.035618305206299	-3.302823305130005
-1.8737883567810059	-3.0493412017822266
-1.718449354171753	-2.779200553894043
-1.5528836250305176	-2.525129795074463
-1.4148969650268555	-2.255319356918335
-1.2886378765106201	-1.9672857522964478
-1.1963517665863037	-1.678466558456421
-1.1047379970550537	-1.3823423385620117
-1.0289489030838013	-1.0903769731521606
-0.9703083038330078	-0.7745523452758789
-0.9309772253036499	-0.46987253427505493
-0.9179127812385559	-0.1558358371257782
-0.9190378189086914	0.1482330858707428
-0.9253653287887573	0.44998666644096375
-0.953885555267334	0.7577468752861023
-1.0062273740768433	1.0563231706619263
-1.0768547058105469	1.3577518463134766
-1.1707701683044434	1.6483097076416016
-1.2745590209960938	1.9299371242523193
-1.39015793800354	2.218175172805786
-1.5121381282806396	2.498185157775879
-1.6709901094436646	2.764155864715576
-1.8355463743209839	3.0163614749908447
-2.0061182975769043	3.269714832305908
-2.186617851257324	3.509570598602295
-2.390784978866577	3.735076904296875
-2.6048688888549805	3.9507369995117188
-2.8493268489837646	4.14211368560791
-3.0797929763793945	4.339020252227783
-3.3252551555633545	4.512866973876953
-3.597440242767334	4.6739606857299805
-3.8661015033721924	4.819876670837402
-4.137755393981934	4.9478678703308105
-4.4227800369262695	5.0617547035217285
-4.713335990905762	5.156511306762695
-5.005709648132324	5.237627983093262
-5.301597595214844	5.295116424560547
-5.604040145874023	5.3408098220825195
-5.9044108390808105	5.379961967468262
-6.219772815704346	5.4008026123046875
-6.520530700683594	5.4135565757751465
